id,slug,cat_name,images,rs_text,rs_video
58d3b415d1fb5ef3471a1095,,texturedplains,TP 1506-ROOMSHOT,"A compilation of plain and semi-plain vinyl wallcoverings. This collection  redefines the perceived notions of semi-plains: tonal, metallic coloured,  textiles, oxidized metal &amp; vertical structures. Colours and texture blends nicely  together.",https://www.youtube.com/watch?v=89kq4SZ_bGY
58d3b415d1fb5ef3471a1096,,texturedplains,TP 1604-ROOMSHOT,"A compilation of plain and semi-plain vinyl wallcoverings. This collection  redefines the perceived notions of semi-plains: tonal, metallic coloured,  textiles, oxidized metal &amp; vertical structures. Colours and texture blends nicely  together.",https://www.youtube.com/watch?v=89kq4SZ_bGY
58d3b415d1fb5ef3471a1097,,texturedplains,TP 1721-ROOMSHOT,"A compilation of plain and semi-plain vinyl wallcoverings. This collection  redefines the perceived notions of semi-plains: tonal, metallic coloured,  textiles, oxidized metal &amp; vertical structures. Colours and texture blends nicely  together.",https://www.youtube.com/watch?v=89kq4SZ_bGY
58d3b415d1fb5ef3471a1098,,texturedplain,TP 3004-ROOMSHOT,"A compilation of plain and semi-plain vinyl wallcoverings. This collection  redefines the perceived notions of semi-plains: tonal, metallic coloured,  textiles, oxidized metal &amp; vertical structures. Colours and texture blends nicely  together.",https://www.youtube.com/watch?v=89kq4SZ_bGY
58d3b415d1fb5ef3471a1099,,ashford,GE3603_ROOMSHOT,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating.",https://www.youtube.com/watch?v=-TfqEIhI9sU&t=4s
58d3b415d1fb5ef3471a109a,,ashford,GE3612_ROOMSHOT,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating.",https://www.youtube.com/watch?v=-TfqEIhI9sU&t=4s
58d3b415d1fb5ef3471a109b,,ashford,GE3616_ROOMSHOT,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating.",https://www.youtube.com/watch?v=-TfqEIhI9sU&t=4s
58d3b415d1fb5ef3471a109c,,ashford,GE3618_ROOMSHOT,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating.",https://www.youtube.com/watch?v=-TfqEIhI9sU&t=4s
58d3b415d1fb5ef3471a109d,,ashford,GE3628_ROOMSHOT,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating.",https://www.youtube.com/watch?v=-TfqEIhI9sU&t=4s
58d3b415d1fb5ef3471a109e,,ashford,GE3630_ROOMSHOT,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating.",https://www.youtube.com/watch?v=-TfqEIhI9sU&t=4s
58d3b415d1fb5ef3471a109f,,ashford,GE3641_ROOMSHOT,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating.",https://www.youtube.com/watch?v=-TfqEIhI9sU&t=4s
58d3b415d1fb5ef3471a10a0,,ashford,GE3643_ROOMSHOT,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating.",https://www.youtube.com/watch?v=-TfqEIhI9sU&t=4s
58d3b415d1fb5ef3471a10a1,,ashford,GE3651_ROOMSHOT,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating.",https://www.youtube.com/watch?v=-TfqEIhI9sU&t=4s
58d3b415d1fb5ef3471a10a2,,ashford,GE3661_ROOMSHOT,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating.",https://www.youtube.com/watch?v=-TfqEIhI9sU&t=4s
58d3b415d1fb5ef3471a10a3,,ashford,GE3664_ROOMSHOT,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating.",https://www.youtube.com/watch?v=-TfqEIhI9sU&t=4s
58d3b415d1fb5ef3471a10a4,,ashford,GE3668_ROOMSHOT,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating.",https://www.youtube.com/watch?v=-TfqEIhI9sU&t=4s
58d3b415d1fb5ef3471a10a5,,ashford,GE3681_ROOMSHOT,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating.",https://www.youtube.com/watch?v=-TfqEIhI9sU&t=4s
58d3b415d1fb5ef3471a10a6,,ashford,GE3688_ROOMSHOT,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating.",https://www.youtube.com/watch?v=-TfqEIhI9sU&t=4s
58d3b415d1fb5ef3471a10a7,,ashford,GE3696_ROOMSHOT,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating.",https://www.youtube.com/watch?v=-TfqEIhI9sU&t=4s
58d3b415d1fb5ef3471a10a8,,ashford,GE3706_ROOMSHOT,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating.",https://www.youtube.com/watch?v=-TfqEIhI9sU&t=4s
58d3b415d1fb5ef3471a10a9,,ashford,GE3715_ROOMSHOT,"Honest. Neat. Precise. Familiar shapes combine with artistic styling to create elegant, unpretentious designs. Timeless. Versatile. Captivating.",https://www.youtube.com/watch?v=-TfqEIhI9sU&t=4s
58d3b415d1fb5ef3471a10aa,,opal,JC5903 ROOMSHOT,"Sunlight caresses the milky stone. A deep shining fire erupts, revealing a brief  colorful glimpse into the heart of this precious gem - the luminous Opal  Essence.",#
58d3b415d1fb5ef3471a10ab,,opal,JC5914 ROOMSHOT,"Sunlight caresses the milky stone. A deep shining fire erupts, revealing a brief  colorful glimpse into the heart of this precious gem - the luminous Opal  Essence.",#
58d3b415d1fb5ef3471a10ac,,opal,JC5920 ROOMSHOT,"Sunlight caresses the milky stone. A deep shining fire erupts, revealing a brief  colorful glimpse into the heart of this precious gem - the luminous Opal  Essence.",#
58d3b415d1fb5ef3471a10ad,,opal,JC5945 ROOMSHOT,"Sunlight caresses the milky stone. A deep shining fire erupts, revealing a brief  colorful glimpse into the heart of this precious gem - the luminous Opal  Essence.",#
58d3b415d1fb5ef3471a10ae,,opal,JC5974 ROOMSHOT,"Sunlight caresses the milky stone. A deep shining fire erupts, revealing a brief  colorful glimpse into the heart of this precious gem - the luminous Opal  Essence.",#
58d3b415d1fb5ef3471a10af,,opal,JC5975 ROOMSHOT,"Sunlight caresses the milky stone. A deep shining fire erupts, revealing a brief  colorful glimpse into the heart of this precious gem - the luminous Opal  Essence.",#
58d3b415d1fb5ef3471a10b0,,opal,JC5991 ROOMSHOT,"Sunlight caresses the milky stone. A deep shining fire erupts, revealing a brief  colorful glimpse into the heart of this precious gem - the luminous Opal  Essence.",#
58d3b415d1fb5ef3471a10b1,,chrome,CHR 2835 95 01 ROOMSHOT 1,"Chrome collection reveals its metallic vibes for worlds where motifs, material  and volume effects lend forceful expression to ultra contemporary moods.  Optical and texture effects, plains with innovative grains and abstract figures  illustrate a geometric collection that&#39;s going places.",#
58d3b415d1fb5ef3471a10b2,,chrome,CHR 2835 95 01 ROOMSHOT 2,"Chrome collection reveals its metallic vibes for worlds where motifs, material  and volume effects lend forceful expression to ultra contemporary moods.  Optical and texture effects, plains with innovative grains and abstract figures  illustrate a geometric collection that&#39;s going places.",#
58d3b415d1fb5ef3471a10b3,,chrome,CHR 2836 11 35 ROOMSHOT 1,"Chrome collection reveals its metallic vibes for worlds where motifs, material  and volume effects lend forceful expression to ultra contemporary moods.  Optical and texture effects, plains with innovative grains and abstract figures  illustrate a geometric collection that&#39;s going places.",#
58d3b415d1fb5ef3471a10b4,,chrome,CHR 2836 31 21 ROOMSHOT 1,"Chrome collection reveals its metallic vibes for worlds where motifs, material  and volume effects lend forceful expression to ultra contemporary moods.  Optical and texture effects, plains with innovative grains and abstract figures  illustrate a geometric collection that&#39;s going places.",#
58d3b415d1fb5ef3471a10b5,,chrome,CHR 2837 21 08 ROOMSHOT 1,"Chrome collection reveals its metallic vibes for worlds where motifs, material  and volume effects lend forceful expression to ultra contemporary moods.  Optical and texture effects, plains with innovative grains and abstract figures  illustrate a geometric collection that&#39;s going places.",#
58d3b415d1fb5ef3471a10b6,,chrome,CHR 2839 22 25 ROOMSHOT 2,"Chrome collection reveals its metallic vibes for worlds where motifs, material  and volume effects lend forceful expression to ultra contemporary moods.  Optical and texture effects, plains with innovative grains and abstract figures  illustrate a geometric collection that&#39;s going places.",#
58d3b415d1fb5ef3471a10b7,,chrome,CHR 2839 31 17 ROOMSHOT 1,"Chrome collection reveals its metallic vibes for worlds where motifs, material  and volume effects lend forceful expression to ultra contemporary moods.  Optical and texture effects, plains with innovative grains and abstract figures  illustrate a geometric collection that&#39;s going places.",#
58d3b415d1fb5ef3471a10b8,,chrome,CHR 2840 01 33 ROOMSHOT 1,"Chrome collection reveals its metallic vibes for worlds where motifs, material  and volume effects lend forceful expression to ultra contemporary moods.  Optical and texture effects, plains with innovative grains and abstract figures  illustrate a geometric collection that&#39;s going places.",#
58d3b415d1fb5ef3471a10b9,,chrome,CHR 2840 12 18 ROOMSHOT 1,"Chrome collection reveals its metallic vibes for worlds where motifs, material  and volume effects lend forceful expression to ultra contemporary moods.  Optical and texture effects, plains with innovative grains and abstract figures  illustrate a geometric collection that&#39;s going places.",#
